NUMBER OF ITERATIONS:10
POPULATION SIZE:100
NUMBER OF GENERATIONS:200
MUTATION PROBABILITY:0.01
CROSSING PROBABILITY:0.1
TOURNAMENT SIZE:5
GENERATION;BEST FITNESS;AVERAGE FITNESS; WORST FITNESS;
98;2121.41924416008;2114.06681354681;1753.79771349628;
99;2121.41924416008;2111.46358805149;1753.79771349628;
100;2121.41924416008;1988.58246505367;645.455031866641;
101;2121.41924416008;2121.41924416008;2121.41924416008;
102;2121.41924416008;2121.41924416008;2121.41924416008;
103;2121.41924416008;1980.50072316483;840.341780566913;
104;2121.41924416008;1899.75817598533;-862.156377823002;
105;2121.41924416008;2116.02145220871;2031.45604497051;
106;2121.41924416008;2119.82307728175;2081.51507220186;
107;2121.41924416008;2121.41924416008;2121.41924416008;
108;2121.41924416008;2121.41924416008;2121.41924416008;
109;2121.41924416008;2121.41924416008;2121.41924416008;
110;2121.41924416008;1968.26630322721;419.719900461535;
111;2121.41924416008;2121.41924416008;2121.41924416008;
112;2121.41924416008;2121.41924416008;2121.41924416008;
113;2121.41924416008;2121.41924416008;2121.41924416008;
114;2121.41924416008;2121.41924416008;2121.41924416008;
115;2121.41924416008;2037.03902830825;-29.9536688443063;
116;2121.41924416008;2121.41924416008;2121.41924416008;
117;2121.41924416008;2121.41924416008;2121.41924416008;
118;2121.41924416008;2039.30297621688;948.329702114366;
119;2121.41924416008;2109.68834873962;948.329702114366;
120;2121.41924416008;2050.75392298918;419.719900461535;
121;2121.41924416008;2011.61544542413;419.719900461535;
122;2121.41924416008;2121.41924416008;2121.41924416008;
123;2121.41924416008;2015.68913659441;291.15307298483;
124;2121.41924416008;2109.68834873962;948.329702114366;
125;2121.41924416008;2121.41924416008;2121.41924416008;
126;2121.41924416008;2121.41924416008;2121.41924416008;
127;2121.41924416008;1979.88836482778;-722.936156297502;
128;2121.41924416008;2115.16258937978;1495.75376613031;
129;2121.41924416008;2121.41924416008;2121.41924416008;
130;2121.41924416008;2121.41924416008;2121.41924416008;
131;2121.41924416008;2059.13245520072;948.329702114366;
132;2121.41924416008;2074.49566247825;948.329702114366;
133;2121.41924416008;2121.41924416008;2121.41924416008;
134;2121.41924416008;2106.01637238139;1351.27565522557;
135;2121.41924416008;2121.41924416008;2121.41924416008;
136;2121.41924416008;2121.41924416008;2121.41924416008;
137;2121.41924416008;1832.775979673;-2025.2407334845;
138;2121.41924416008;2100.48777482023;1912.10455076158;
139;2121.41924416008;2121.41924416008;2121.41924416008;
140;2121.41924416008;2010.04307459923;1214.48597961024;
141;2121.41924416008;2121.41924416008;2121.41924416008;
142;2121.41924416008;2121.41924416008;2121.41924416008;
143;2121.41924416008;2121.41924416008;2121.41924416008;
144;2121.41924416008;2121.41924416008;2121.41924416008;
145;2121.41924416008;2001.74516291743;81.8265480808418;
146;2121.41924416008;2115.28533683988;1787.35771584737;
147;2121.41924416008;2105.06343515882;645.455031866641;
148;2121.41924416008;2098.96291060067;1753.79771349628;
149;2121.41924416008;2026.75514918673;-2025.2407334845;
150;2121.41924416008;2106.76721562219;1912.10455076158;
151;2121.41924416008;2115.16105701699;1495.60052985076;
152;2121.41924416008;2121.41924416008;2121.41924416008;
153;2121.41924416008;2013.57115567953;323.951102817543;
154;2121.41924416008;2089.66965372965;1832.78660388341;
155;2121.41924416008;1769.05379882169;-361.280032305405;
156;2121.41924416008;2102.6446827308;1495.60052985076;
157;2121.41924416008;2121.41924416008;2121.41924416008;
158;2121.41924416008;2121.41924416008;2121.41924416008;
159;2121.41924416008;2121.41924416008;2121.41924416008;
160;2121.41924416008;2095.94937950237;1925.49720833149;
161;2121.41924416008;2121.41924416008;2121.41924416008;
162;2121.41924416008;2121.41924416008;2121.41924416008;
163;2121.41924416008;1814.08359577838;-862.156377823002;
164;2121.41924416008;2119.12238854294;1891.73368244602;
165;2121.41924416008;1975.32493723554;323.951102817543;
166;2121.41924416008;2088.12723447587;840.341780566913;
167;2121.41924416008;2068.17957321096;419.719900461535;
168;2121.41924416008;2091.58348794025;-862.156377823002;
169;2121.41924416008;2099.90551503004;-29.9536688443063;
170;2121.41924416008;2082.98692025229;840.341780566913;
171;2121.41924416008;2121.41924416008;2121.41924416008;
172;2121.41924416008;2121.41924416008;2121.41924416008;
173;2121.41924416008;2096.9993857824;907.35425150329;
174;2121.41924416008;2121.41924416008;2121.41924416008;
175;2121.41924416008;2069.76441453519;1013.85926886957;
176;2121.41924416008;2121.41924416008;2121.41924416008;
177;2121.41924416008;2040.47287996523;291.15307298483;
178;2121.41924416008;2101.02331719929;81.8265480808418;
179;2121.41924416008;2121.41924416008;2121.41924416008;
180;2121.41924416008;2074.2007040453;1334.44357558046;
181;2121.41924416008;2092.00952170698;1753.79771349628;
182;2121.41924416008;2121.41924416008;2121.41924416008;
183;2121.41924416008;2121.41924416008;2121.41924416008;
184;2121.41924416008;2107.57157604386;1659.83030695272;
185;2121.41924416008;2121.41924416008;2121.41924416008;
186;2121.41924416008;2090.13597025859;1495.75376613031;
187;2121.41924416008;1614.21138842295;-862.156377823002;
188;2121.41924416008;2085.68533912736;-862.156377823002;
189;2121.41924416008;2121.41924416008;2121.41924416008;
190;2121.41924416008;2121.41924416008;2121.41924416008;
191;2121.41924416008;2079.95264438364;-2025.2407334845;
192;2121.41924416008;2097.27079248532;913.996660422129;
193;2121.41924416008;2105.3412548401;1891.73368244602;
194;2121.41924416008;2121.41924416008;2121.41924416008;
195;2121.41924416008;2121.41924416008;2121.41924416008;
196;2121.41924416008;2092.70088322719;1711.15694511883;
197;2121.41924416008;2121.41924416008;2121.41924416008;
198;2121.41924416008;1991.32375950154;913.996660422129;
199;2121.41924416008;2103.43016159653;948.329702114366;
0;979.555984068259;-2824.46903819609;-8963.10088619733;
0;979.555984068259;151.454519234268;-2066.21291809046;
1;979.555984068259;691.960096640395;-404.705726995094;
2;979.555984068259;863.487941764037;125.75526489624;
3;979.555984068259;787.3579530265;125.75526489624;
4;979.555984068259;949.180717695689;703.388284351383;
5;979.555984068259;723.779999711921;-282.898133712947;
6;979.555984068259;979.555984068258;979.555984068259;
7;979.555984068259;979.555984068258;979.555984068259;
8;979.555984068259;979.555984068258;979.555984068259;
9;1343.55426853384;926.864739153235;-37.2009624718157;
10;1343.55426853384;1112.29771991093;914.968337081801;
11;1343.55426853384;1133.11922206563;914.968337081801;
12;1343.55426853384;1294.02602878548;979.555984068259;
13;1343.55426853384;1272.99674941162;600.026087672023;
14;1343.55426853384;1343.55426853384;1343.55426853384;
15;1343.55426853384;1343.55426853384;1343.55426853384;
16;1343.55426853384;1321.9186548043;-820.007104420099;
17;1343.55426853384;1334.42279947265;1191.36311751405;
18;1343.55426853384;1343.55426853384;1343.55426853384;
19;1396.07078390168;1309.81674575332;-2187.74755562208;
20;1396.07078390168;1345.50245295374;1075.88915186758;
21;1396.07078390168;1002.7976900779;-625.306773611605;
22;1623.09130625249;1261.3872628582;-820.007104420099;
23;1623.09130625249;1396.19120753803;1053.91051811794;
24;1623.09130625249;1059.54345501305;-224.203623478576;
25;1623.09130625249;1285.63761819405;-1719.09474189624;
26;1623.09130625249;1460.83030611729;1396.07078390168;
27;1623.09130625249;1232.65368749074;932.117565249759;
28;1623.09130625249;1463.38623830721;932.117565249759;
29;1623.09130625249;1614.36832801646;1396.07078390168;
30;1623.09130625249;1623.09130625249;1623.09130625249;
31;1623.09130625249;1580.54752094576;1236.32962164584;
32;1623.09130625249;1580.54752094576;1236.32962164584;
33;1703.82953930587;1609.75231534056;592.819711915926;
34;1703.82953930587;1280.13278582756;-1591.66990159606;
35;1703.82953930587;1609.4593191655;1207.50231101149;
36;1703.82953930587;1649.84115920143;18.9502493174291;
37;1703.82953930587;1542.47335061282;1229.86828703512;
38;1703.82953930587;1663.49049213261;1229.86828703512;
39;1703.82953930587;1360.63860904749;-5143.27252240668;
40;1703.82953930587;1471.11441101993;-1205.10956426836;
41;1703.82953930587;1686.78521489005;-0.602902276064924;
42;1703.82953930587;1703.82953930587;1703.82953930587;
43;1885.80355263332;1714.17162524884;1464.22004031063;
44;1885.80355263332;1754.20590818088;1464.22004031063;
45;1885.80355263332;1412.09591429318;-4521.69176568574;
46;1885.80355263332;1691.17053785766;923.549164576297;
47;1885.80355263332;1857.02881846901;1047.9617560414;
48;1885.80355263332;1846.98095743603;1238.76029934515;
49;1885.80355263332;1801.72464218735;1180.27193524159;
50;1885.80355263332;1780.85342445237;1047.9617560414;
51;1885.80355263332;1885.80355263332;1885.80355263332;
52;1885.80355263332;1711.43662107685;544.519463737413;
53;1886.28585915061;1872.42929626574;544.519463737413;
54;1886.28585915061;783.708453936498;-1607.72870841692;
55;1886.28585915061;1843.91419821753;-1607.72870841692;
56;1886.28585915061;1886.20869010784;1885.80355263332;
57;2039.90826989029;1887.80761406249;1885.80355263332;
58;2039.90826989029;1297.3859900225;-1203.16729956037;
59;2039.90826989029;1554.36040190058;-1203.16729956037;
60;2039.90826989029;1893.96697968759;1886.28585915061;
61;2039.90826989029;1927.76391005032;1886.28585915061;
62;2039.90826989029;1983.53076773536;1318.0751980669;
63;2039.90826989029;-161.208440810473;-3183.50929523741;
64;2039.90826989029;1410.02571386018;-3183.50929523741;
65;2039.90826989029;1987.67409423902;-3183.50929523741;
66;2039.90826989029;1959.35487704851;1420.26678649198;
67;2039.90826989029;1966.0588060112;1086.35407396711;
68;2039.90826989029;1931.77779912327;1236.83779777647;
69;2039.90826989029;2038.77183297275;1926.26457813584;
70;2039.90826989029;2036.54704618343;1703.78589920359;
71;2039.90826989029;2039.90826989029;2039.90826989029;
72;2039.90826989029;2039.90826989029;2039.90826989029;
73;2039.90826989029;2032.85965942927;1420.26678649198;
74;2039.90826989029;2032.80759972583;1329.84125344351;
75;2039.90826989029;2039.90826989029;2039.90826989029;
76;2039.90826989029;2008.88963308257;1708.97452209502;
77;2039.90826989029;1950.94930898838;1060.40367786067;
78;2039.90826989029;2021.31661721663;1420.26678649198;
79;2039.90826989029;2035.48059594022;1597.14087488266;
80;2039.90826989029;1966.31464731878;1171.57363667109;
81;2039.90826989029;1945.17062522938;295.803643384779;
82;2039.90826989029;1994.69030674819;838.456405269925;
83;2039.90826989029;2002.19565336871;1568.50056337044;
84;2039.90826989029;2039.90826989029;2039.90826989029;
85;2039.90826989029;1967.89370579055;-77.58753116564;
86;2039.90826989029;2033.44374571038;1830.32575264925;
87;2039.90826989029;2028.84382053889;1708.97452209502;
88;2039.90826989029;2027.33331885583;1830.32575264925;
89;2039.90826989029;1950.25492684044;-1838.74854557466;
90;2039.90826989029;2018.73331187973;-77.58753116564;
91;2039.90826989029;1869.97350109634;-1877.64825700654;
92;2039.90826989029;2035.60425472121;1609.50675298214;
93;2039.90826989029;2026.46337506283;1703.78589920359;
94;2039.90826989029;2039.90826989029;2039.90826989029;
95;2039.90826989029;1928.110560397;810.843996643557;
96;2039.90826989029;2039.90826989029;2039.90826989029;
97;2039.90826989029;2025.7660386947;1568.50056337044;
98;2039.90826989029;2039.90826989029;2039.90826989029;
99;2039.90826989029;2039.90826989029;2039.90826989029;
100;2039.90826989029;1990.74569896042;810.843996643557;
101;2039.90826989029;2039.90826989029;2039.90826989029;
102;2039.90826989029;2007.78545100574;1236.83779777647;
103;2039.90826989029;2039.90826989029;2039.90826989029;
104;2039.90826989029;1785.55466879789;-77.58753116564;
105;2039.90826989029;1840.23942643085;-1275.39801155031;
106;2130.62380867504;1987.48808208345;1060.40367786067;
107;2130.62380867504;2016.10960960062;1394.85332467268;
108;2130.62380867504;2058.68850087312;1394.85332467268;
109;2130.62380867504;1882.26951841468;1394.85332467268;
110;2130.62380867504;1957.30888326511;897.439682271562;
111;2130.62380867504;2112.95713807308;897.439682271562;
112;2130.62380867504;2078.63550118858;1824.8102352253;
113;2130.62380867504;2127.56567294054;1824.8102352253;
114;2130.62380867504;1874.11963069558;546.076344140031;
115;2130.62380867504;2039.97666012239;808.193051682344;
116;2130.62380867504;2127.2853273014;1796.7756713112;
117;2130.62380867504;2031.18306558851;1420.33278662842;
118;2130.62380867504;2127.9023425115;2039.90826989029;
119;2130.62380867504;2130.62380867504;2130.62380867504;
120;2130.62380867504;2119.76804599175;2010.00422330519;
121;2130.62380867504;2130.62380867504;2130.62380867504;
122;2130.62380867504;2130.62380867504;2130.62380867504;
123;2130.62380867504;2130.62380867504;2130.62380867504;
124;2130.62380867504;1893.43852458586;-1257.73739259897;
125;2130.62380867504;1978.95990737228;866.757964485371;
126;2130.62380867504;1977.47123068462;866.757964485371;
127;2130.62380867504;2102.25765199909;1409.06720250516;
128;2130.62380867504;2087.73513897116;866.757964485371;
129;2130.62380867504;2130.62380867504;2130.62380867504;
130;2130.62380867504;2124.35696801821;1503.93974299259;
131;2130.62380867504;2123.52089845457;1420.33278662842;
132;2130.62380867504;2130.62380867504;2130.62380867504;
133;2130.62380867504;2096.15087209893;1016.20492076257;
134;2130.62380867504;2120.50068748971;1624.46774940875;
135;2130.62380867504;2130.62380867504;2130.62380867504;
136;2130.62380867504;2038.95066785834;1377.48273803063;
137;2130.62380867504;2009.42167228201;546.076344140031;
138;2130.62380867504;2102.44649276565;546.076344140031;
139;2130.62380867504;2130.62380867504;2130.62380867504;
140;2130.62380867504;2124.35696801821;1503.93974299259;
141;2130.62380867504;2130.62380867504;2130.62380867504;
142;2130.62380867504;2130.03284622449;2071.52756362065;
143;2130.62380867504;1919.74569330791;-3141.32907550309;
144;2130.62380867504;1705.32794146306;-3324.70307817299;
145;2130.62380867504;2130.62380867504;2130.62380867504;
146;2130.62380867504;2130.62380867504;2130.62380867504;
147;2130.62380867504;2130.62380867504;2130.62380867504;
148;2130.62380867504;2069.47444354401;601.889680399453;
149;2130.62380867504;1971.90433312362;367.074080325999;
150;2130.62380867504;2106.73888677342;367.074080325999;
151;2130.62380867504;2130.62380867504;2130.62380867504;
152;2130.62380867504;2130.62380867504;2130.62380867504;
153;2130.62380867504;2130.62380867504;2130.62380867504;
154;2130.62380867504;2124.34168725678;1921.21976139972;
155;2130.62380867504;1811.44254904428;-938.496034490587;
156;2130.62380867504;2039.12428084837;601.889680399453;
157;2130.62380867504;2099.06207137729;1377.48273803063;
158;2130.62380867504;2113.46691222124;1747.05916672259;
159;2130.62380867504;2101.76154442824;1409.06720250516;
160;2130.62380867504;2124.41003109594;2006.34825709301;
161;2130.62380867504;2117.98515023314;866.757964485371;
162;2130.62380867504;2126.97034386641;1765.27732781268;
163;2130.62380867504;2126.53405023697;1721.64796486864;
164;2130.62380867504;2130.62380867504;2130.62380867504;
165;2130.62380867504;2011.6050405457;808.193051682344;
166;2130.62380867504;2130.62380867504;2130.62380867504;
167;2130.62380867504;2112.98831139155;367.074080325999;
168;2130.62380867504;2111.44557657741;1747.05916672259;
169;2130.62380867504;2130.62380867504;2130.62380867504;
170;2130.62380867504;2130.62380867504;2130.62380867504;
171;2130.62380867504;2130.62380867504;2130.62380867504;
172;2130.62380867504;2130.62380867504;2130.62380867504;
173;2130.62380867504;2059.61853668059;1420.33278662842;
174;2130.62380867504;1585.09111999023;-3324.70307817299;
175;2130.62380867504;2130.62380867504;2130.62380867504;
176;2130.62380867504;2129.41761282134;2010.00422330519;
177;2130.62380867504;2130.62380867504;2130.62380867504;
178;2130.62380867504;2095.16567668819;1869.37117216694;
179;2130.62380867504;2130.62380867504;2130.62380867504;
180;2130.62380867504;2105.34649179124;866.757964485371;
181;2130.62380867504;2116.19267655164;1409.06720250516;
182;2130.62380867504;1739.53929599896;-938.496034490587;
183;2130.62380867504;2087.89029704961;1721.64796486864;
184;2130.62380867504;2103.77428373837;1747.05916672259;
185;2130.62380867504;2130.62380867504;2130.62380867504;
186;2130.62380867504;1995.08936062408;-1257.73739259897;
187;2130.62380867504;2100.49816584926;1377.48273803063;
188;2130.62380867504;2089.5631085213;1721.64796486864;
189;2130.62380867504;2089.47379615764;1505.68134686219;
190;2130.62380867504;1980.36663380725;1468.83209179853;
191;2130.62380867504;2054.32366722912;1608.69687103854;
192;2130.62380867504;2130.62380867504;2130.62380867504;
193;2130.62380867504;1836.41086241164;-1463.57598527653;
194;2130.62380867504;2094.68181073552;-1463.57598527653;
195;2130.62380867504;2094.68181073552;-1463.57598527653;
196;2130.62380867504;2041.8805986671;866.757964485371;
197;2130.62380867504;2027.47466726748;1238.91852853964;
198;2130.62380867504;2121.70675587368;1238.91852853964;
199;2130.62380867504;1901.95665846484;808.193051682344;
NUMBER OF ITERATIONS:10
POPULATION SIZE:100
NUMBER OF GENERATIONS:200
MUTATION PROBABILITY:0.01
CROSSING PROBABILITY:0.1
TOURNAMENT SIZE:5
GENERATION;BEST FITNESS;AVERAGE FITNESS; WORST FITNESS;
0;1783.48641430704;-2659.17509917861;-11697.107504802;
0;1538.94449237981;416.922643797919;-2720.93917665243;
1;1538.94449237981;1057.25738913933;-856.96869477869;
2;1538.94449237981;1048.2095440768;65.9935769949388;
3;1538.94449237981;1430.55867976647;-549.733756872294;
4;1538.94449237981;1303.17663883497;80.4415105854764;
5;1538.94449237981;1466.0193432901;80.4415105854764;
6;1538.94449237981;1186.28918869276;-83.9549775891123;
7;1538.94449237981;1538.94449237981;1538.94449237981;
8;1549.53291823166;1531.32485616174;1142.08004269827;
9;1538.94449237981;1494.00306842912;1289.26991487595;
10;1538.94449237981;1538.94449237981;1538.94449237981;
11;1538.94449237981;1538.12531714525;1457.02696892349;
12;1538.94449237981;1479.56604012585;-255.914715782075;
13;1538.94449237981;1537.10026704345;1354.52195874291;
14;1538.94449237981;1532.83277536799;1471.03652558179;
15;1545.72549241612;1539.01230238018;1538.94449237981;
16;1661.51270742332;1545.83549016788;1538.94449237981;
17;1661.51270742332;1370.39818826399;784.9967062286;
18;1661.51270742332;1457.51138148045;784.9967062286;
19;1661.51270742332;1569.35716200177;784.9967062286;
20;1661.51270742332;1625.85489113198;1481.15633308025;
21;1661.51270742332;1367.22031599117;863.896794838239;
22;1661.51270742332;1620.47403964399;863.896794838239;
23;1685.94339221016;1651.23478284731;1574.13856914503;
24;1685.94339221016;1667.44222295036;1574.13856914503;
25;1685.94339221016;1482.87811163536;-919.255821637454;
26;1685.94339221016;1600.26328837369;-146.580579483609;
27;1685.94339221016;1656.70484861171;248.446897074631;
28;1685.94339221016;1608.78586927509;175.158012629498;
29;1685.94339221016;1685.94339221016;1685.94339221016;
30;1685.94339221016;1660.5006931021;-858.326518595876;
31;1685.94339221016;1677.69548655234;1630.95735449138;
32;1890.66704965943;1685.83520543501;1617.76682595665;
33;1890.66704965943;1661.87722308406;73.1876210067771;
34;1890.66704965943;1562.22867533324;-567.974274174893;
35;1890.66704965943;760.920981918927;-567.974274174893;
36;1890.66704965943;1710.42161324426;248.446897074631;
37;1890.66704965943;1835.39166214813;1685.94339221016;
38;1890.66704965943;1884.52533993596;1685.94339221016;
39;1890.66704965943;1805.16908826931;-758.264817069787;
40;1890.66704965943;1888.61981308494;1685.94339221016;
41;1890.66704965943;1890.66704965944;1890.66704965943;
42;1890.66704965943;1788.75526037775;140.870613452562;
43;1890.66704965943;1873.16908529737;140.870613452562;
44;1890.66704965943;1839.16118332781;1461.45149689592;
45;1890.66704965943;1699.66033141481;-758.264817069787;
46;1890.66704965943;1890.66704965944;1890.66704965943;
47;1890.66704965943;1890.66704965944;1890.66704965943;
48;1890.66704965943;1875.07909534666;1371.06857256683;
49;1892.3166979479;1889.96888932303;1882.35982982543;
50;1892.3166979479;1890.84851097117;1890.66704965943;
51;1892.3166979479;1806.29894070619;1117.83548797081;
52;1892.3166979479;1817.73746598876;1117.83548797081;
53;1892.3166979479;1837.87206248911;1117.83548797081;
54;1892.3166979479;1875.67826126192;1004.60388761634;
55;1892.3166979479;1892.11561489049;1887.70203358498;
56;1892.3166979479;1892.31669794789;1892.3166979479;
57;1892.3166979479;1892.31669794789;1892.3166979479;
58;1892.3166979479;1876.62174674689;1696.12980793532;
59;1892.3166979479;1890.35482904777;1696.12980793532;
60;1892.3166979479;1827.76464394158;279.20683896064;
61;1892.3166979479;1892.31669794789;1892.3166979479;
62;1892.3166979479;1880.54548454714;1696.12980793532;
63;1892.3166979479;1874.56244174126;1004.60388761634;
64;1892.3166979479;1875.75613083743;1345.24673913108;
65;1892.3166979479;1892.31669794789;1892.3166979479;
66;1892.3166979479;1892.31669794789;1892.3166979479;
67;1892.3166979479;1892.31669794789;1892.3166979479;
68;1892.3166979479;1884.14523958208;1826.28898355176;
69;1892.3166979479;1892.31669794789;1892.3166979479;
70;1892.3166979479;1876.54990076894;1103.97683900038;
71;1892.3166979479;1864.96320000705;1345.24673913108;
72;1892.3166979479;1886.84599835973;1345.24673913108;
73;1892.3166979479;1892.31669794789;1892.3166979479;
74;1892.3166979479;1869.77684206036;1140.98816836342;
75;1892.3166979479;1861.73431997451;1586.49291821405;
76;1892.3166979479;1860.56810292031;1318.50955334294;
77;1892.3166979479;1892.31669794789;1892.3166979479;
78;1892.3166979479;1780.02564882336;488.67858389124;
79;1892.3166979479;1839.44433403046;129.904567366855;
80;1892.3166979479;1892.31669794789;1892.3166979479;
81;1892.3166979479;1875.13536949421;1214.93223171176;
82;1892.3166979479;1861.01476456046;1121.12348554012;
83;1892.3166979479;1839.35282181142;1539.2241903714;
84;1892.3166979479;1675.42446740171;-2374.90941146053;
85;1892.3166979479;1843.92340217828;279.20683896064;
86;1892.3166979479;1678.29758611968;-39.8702682180265;
87;1892.3166979479;1660.45426200799;-39.8702682180265;
88;1892.3166979479;1661.12431512134;-39.8702682180265;
89;1892.3166979479;1886.17032475861;1318.50955334294;
90;1892.3166979479;1884.76147028296;1640.47577578328;
91;1892.3166979479;1889.89508559322;1811.59628612539;
92;1892.3166979479;1892.11254707628;1871.90161078632;
93;1892.3166979479;1892.03448838711;1884.0094781139;
94;1892.3166979479;1592.53093171089;-2374.90941146053;
95;1892.3166979479;1892.31669794789;1892.3166979479;
96;1892.3166979479;1846.4121263795;1318.50955334294;
97;1892.3166979479;1886.57862650185;1318.50955334294;
98;1892.3166979479;1892.31669794789;1892.3166979479;
99;1892.3166979479;1892.31669794789;1892.3166979479;
100;1892.3166979479;1876.18559935802;279.20683896064;
101;1892.3166979479;1892.31669794789;1892.3166979479;
102;1892.3166979479;1833.41257056476;1308.92699552564;
103;1892.3166979479;1892.31669794789;1892.3166979479;
104;2015.57827391869;1883.61679006181;1334.05972767298;
105;2015.57827391869;1901.37041990733;1811.59628612539;
106;2015.57827391869;1919.93214322343;1424.1653221628;
107;2015.57827391869;1066.09893700455;52.7763449486461;
108;2015.57827391869;1903.37676583832;-1072.32646597965;
109;2015.57827391869;1519.20172058976;-1021.76619628093;
110;2015.57827391869;1941.75280154433;-1021.76619628093;
111;2015.57827391869;2015.57827391869;2015.57827391869;
112;2015.57827391869;1961.50331060607;-503.277527756105;
113;2015.57827391869;2015.57827391869;2015.57827391869;
114;2015.57827391869;2015.57827391869;2015.57827391869;
115;2015.57827391869;1950.03329299552;1129.16276009479;
116;2015.57827391869;2006.71411878045;1129.16276009479;
117;2015.57827391869;1788.88125176795;-503.277527756105;
118;2015.57827391869;2015.57827391869;2015.57827391869;
119;2015.57827391869;2009.83764146571;1441.51502862089;
120;2015.57827391869;1940.39021816195;-918.053443872037;
121;2015.57827391869;1971.25749822749;1129.16276009479;
122;2015.57827391869;2015.12387606725;1970.13848877552;
123;2015.57827391869;2007.1223066412;1169.98154616975;
124;2015.57827391869;2009.83764146571;1441.51502862089;
125;2015.57827391869;2008.5864840077;1665.98877836945;
126;2015.57827391869;1844.98094681237;-121.858258890537;
127;2015.57827391869;2015.57827391869;2015.57827391869;
128;2015.57827391869;2015.57827391869;2015.57827391869;
129;2015.57827391869;2011.60569193307;1618.32007535712;
130;2015.57827391869;2012.08758080409;1980.67134277272;
131;2015.57827391869;1934.5014350469;1182.69374238027;
132;2015.57827391869;1999.61785409586;1665.98877836945;
133;2015.57827391869;1996.28801257833;1740.00311191362;
134;2017.42497830124;2001.61316114054;1665.98877836945;
135;2017.42497830124;2003.86233876359;1620.12255706204;
136;2017.42497830124;2003.31997401889;1124.26275617148;
137;2017.42497830124;2012.99027799321;1620.12255706204;
138;2017.42497830124;2017.22184081916;2015.57827391869;
139;2017.42497830124;1807.51322447404;-606.241106490887;
140;2017.42497830124;1942.72554976817;-606.241106490887;
141;2017.42497830124;1907.4657390977;446.578703964968;
142;2017.42497830124;1824.58349010294;446.578703964968;
143;2018.7178968798;1912.47867876536;1060.257509705;
144;2018.7178968798;1998.83758391809;1060.257509705;
145;2018.7178968798;895.899181682959;-2245.05237303065;
146;2018.7178968798;1971.2593330784;-198.012678048036;
147;2116.80062667534;2012.30975992253;1392.9010384697;
148;2116.80062667534;1763.50456398605;-657.122158462651;
149;2116.80062667534;1777.2846195972;-657.122158462651;
150;2116.80062667534;1830.5532267182;-657.122158462651;
151;2116.80062667534;1704.17374911988;20.0540858267545;
152;2116.80062667534;1898.71771108144;285.526998464647;
153;2116.80062667534;2080.17515411112;285.526998464647;
154;2116.80062667534;2116.80062667534;2116.80062667534;
155;2116.80062667534;1847.34570934672;-1978.76354186483;
156;2116.80062667534;1651.55814724627;-2112.67645904347;
157;2116.80062667534;2116.80062667534;2116.80062667534;
158;2116.80062667534;1862.57327101897;1026.14996014509;
159;2116.80062667534;1956.90580713689;886.840476379622;
160;2116.80062667534;1954.85548087152;886.840476379622;
161;2116.80062667534;2076.81112918363;415.101282976796;
162;2116.80062667534;2095.97917401161;1700.37157340079;
163;2116.80062667534;2116.80062667534;2116.80062667534;
164;2116.80062667534;2100.39279833428;1788.64405985423;
165;2116.80062667534;2116.80062667534;2116.80062667534;
166;2116.80062667534;2000.40272557722;415.101282976796;
167;2116.80062667534;2066.91201323149;1026.14996014509;
168;2116.80062667534;2116.80062667534;2116.80062667534;
169;2116.80062667534;2075.83238199341;1490.54194841147;
170;2116.80062667534;2107.69264409406;1661.40149761136;
171;2116.80062667534;2059.33844146706;916.413976983881;
172;2116.80062667534;2080.78902718459;916.413976983881;
173;2116.80062667534;2094.46103936167;1410.08766530388;
174;2116.80062667534;2115.60350151659;2076.89645471712;
175;2116.80062667534;2116.80062667534;2116.80062667534;
176;2116.80062667534;2116.80062667534;2116.80062667534;
177;2116.80062667534;2116.80062667534;2116.80062667534;
178;2116.80062667534;1961.42085046023;931.333289586892;
179;2116.80062667534;2049.0742519056;-676.784443267551;
180;2116.80062667534;1879.79650745951;285.526998464647;
181;2116.80062667534;2104.94595330445;931.333289586892;
182;2116.80062667534;2110.88426807582;1919.58867335798;
183;2116.80062667534;2116.80062667534;2116.80062667534;
184;2116.80062667534;2116.80062667534;2116.80062667534;
185;2116.80062667534;2098.61729919079;1207.63425244803;
186;2116.80062667534;2025.52903734549;835.723163082175;
187;2116.80062667534;1858.256001927;-1978.76354186483;
188;2116.80062667534;2071.2909936993;-1978.76354186483;
189;2116.80062667534;2075.84498498994;-1978.76354186483;
190;2116.80062667534;2116.80062667534;2116.80062667534;
191;2116.80062667534;1982.11792248011;-676.784443267551;
192;2116.80062667534;2082.93466950811;1270.15169749467;
193;2116.80062667534;2113.89533241864;1826.27120100595;
194;2116.80062667534;2087.25212023481;639.375304648839;
195;2116.80062667534;2108.91214854264;1919.58867335798;
196;2116.80062667534;2044.06731673715;1207.63425244803;
197;2116.80062667534;2107.30992121348;1207.63425244803;
198;2116.80062667534;2102.65812819874;702.550779015427;
199;2116.80062667534;2101.73764424635;1747.71511890305;
0;1909.52960993191;-3157.64034759629;-12386.6418458282;
0;1909.52960993191;248.447343303396;-4485.28029441374;
1;1909.52960993191;1310.09310818377;-4485.28029441374;
2;1909.52960993191;1464.35662192802;-4485.28029441374;
3;1909.52960993191;1330.82349212097;-4485.28029441374;
4;1909.52960993191;1755.86740803545;676.638996350112;
5;1909.52960993191;1880.86604420857;1218.20323132745;
