NUMBER OF ITERATIONS:10
POPULATION SIZE:100
NUMBER OF GENERATIONS:200
MUTATION PROBABILITY:0.01
CROSSING PROBABILITY:0.1
TOURNAMENT SIZE:5
GENERATION;BEST FITNESS;AVERAGE FITNESS; WORST FITNESS;
160;2012.3567038484;1999.0117094662;1745.4568162044;
161;2012.3567038484;2003.1648499049;1897.4585295546;
162;2012.3567038484;2012.3567038484;2012.3567038484;
163;2012.3567038484;2012.3567038484;2012.3567038484;
164;2012.3567038484;2012.3567038484;2012.3567038484;
165;2012.3567038484;1997.73380563667;1524.92676345715;
166;2012.3567038484;1921.74792597808;-1994.50458808205;
167;2012.3567038484;2010.13548633241;1790.23495224913;
168;2012.3567038484;2012.3567038484;2012.3567038484;
169;2012.3567038484;2012.3567038484;2012.3567038484;
170;2012.3567038484;1957.36213572396;179.204433033758;
171;2012.3567038484;2012.3567038484;2012.3567038484;
172;2012.3567038484;2012.3567038484;2012.3567038484;
173;2028.29567453872;2004.88603240453;1726.14339077521;
174;2028.29567453872;1959.54027964603;1829.68148347158;
175;2028.29567453872;1991.82378803763;1816.99984882848;
176;2028.29567453872;2003.11163927583;1781.23393596891;
177;2028.29567453872;1826.07407591684;-1224.62428752005;
178;2028.29567453872;1737.22525576765;-1224.62428752005;
179;2028.29567453872;1856.53419169727;-1224.62428752005;
180;2028.29567453872;1970.2361568008;171.180918903576;
181;2028.29567453872;2026.10187619531;1808.91584019664;
182;2028.29567453872;2028.29567453873;2028.29567453872;
183;2028.29567453872;2028.29567453873;2028.29567453872;
184;2028.29567453872;1627.77587214283;-1976.90234942026;
185;2028.29567453872;1975.6126095619;-1976.90234942026;
186;2028.29567453872;1730.84611561796;-1976.90234942026;
187;2028.29567453872;2028.29567453873;2028.29567453872;
188;2028.29567453872;2028.06474366449;2023.67705705399;
189;2028.29567453872;2005.00677395335;863.850645269742;
190;2064.93033496612;1915.14829105029;863.850645269742;
191;2064.93033496612;2011.90895040704;1458.77243308423;
192;2064.93033496612;2052.47455042081;2028.29567453872;
193;2064.93033496612;2061.63321552766;2028.29567453872;
194;2064.93033496612;2059.60577842281;1884.55365788479;
195;2064.93033496612;2056.62725659945;1414.9991753799;
196;2064.93033496612;2015.3926506003;1074.17664764953;
197;2064.93033496612;2012.87776240196;-537.69829324218;
198;2064.93033496612;1838.47538770376;-537.69829324218;
199;2064.93033496612;1871.29021155797;-2486.14611481265;
0;1424.30707768577;-2912.72287771246;-12070.7537274491;
0;1424.30707768577;238.625452366598;-3398.50334017573;
1;1424.30707768577;907.534315154583;-3398.50334017573;
2;1424.30707768577;1257.52275664285;400.977147490449;
3;1424.30707768577;1379.57272596682;919.036968192495;
4;1424.30707768577;1411.19352422251;1017.38882432505;
5;1424.30707768577;1418.79367512917;1017.38882432505;
6;1424.30707768577;1420.44416631889;1392.12366205305;
7;1424.30707768577;1347.24283281849;972.881132327218;
8;1424.30707768577;1312.9457000096;-1359.72736421845;
9;1424.30707768577;1424.30707768577;1424.30707768577;
10;1424.30707768577;903.903651348785;-3306.63316174135;
11;1424.30707768577;1367.62645141166;-3306.63316174135;
12;1424.30707768577;1419.42390916074;1261.53479351822;
13;1424.30707768577;1424.30707768577;1424.30707768577;
14;1424.30707768577;1424.30707768577;1424.30707768577;
15;1424.30707768577;1401.74505223588;764.766999183275;
16;1424.30707768577;1424.30707768577;1424.30707768577;
17;1424.30707768577;1337.40920562627;182.908905407284;
18;1500.10697659467;1400.85729354003;182.908905407284;
19;1500.10697659467;1448.72894276495;1424.30707768577;
20;1500.10697659467;1326.98639238646;-3306.63316174135;
21;1500.10697659467;1390.7162015394;-900.570752224285;
22;1500.10697659467;1497.07498063832;1424.30707768577;
23;1500.10697659467;1372.72894727192;1010.19147919948;
24;1500.10697659467;1500.10697659467;1500.10697659467;
25;1528.13856670325;1502.91013560553;1500.10697659467;
26;1662.71750132732;1512.94571788543;1500.10697659467;
27;1662.71750132732;1174.64637031362;726.78214935704;
28;1662.71750132732;1544.52870983442;726.78214935704;
29;1662.71750132732;1241.22425806406;-24.1595495235106;
30;1662.71750132732;1581.37541835563;1176.95317834342;
31;1662.71750132732;1498.2057625955;600.681841367717;
32;1662.71750132732;1637.54261483377;-854.771148027074;
33;1807.52767681442;1454.96884569875;-854.771148027074;
34;1838.32948617606;1706.86335449242;-854.771148027074;
35;1838.32948617606;1432.82971866154;1081.60740960828;
36;1896.32656791451;1748.00939719752;1081.60740960828;
37;1896.32656791451;1844.15234006191;1662.71750132732;
38;2105.86304821271;1951.34244114864;1807.52767681442;
39;2105.86304821271;1582.93099122954;1304.17792549413;
40;2105.86304821271;1138.25551933997;-2317.38733717468;
41;2105.86304821271;1948.00022925239;-2317.38733717468;
42;2105.86304821271;1269.19924570912;-1865.51060361215;
43;2105.86304821271;2026.43557517621;-1865.51060361215;
44;2105.86304821271;2084.22159256147;1384.48119317125;
45;2105.86304821271;2067.02068307081;1304.17792549413;
46;2105.86304821271;2103.75370838959;1894.92906590005;
47;2105.86304821271;2105.86304821271;2105.86304821271;
48;2105.86304821271;2104.88837045414;2008.39527235577;
49;2105.86304821271;2105.86304821271;2105.86304821271;
50;2105.86304821271;2105.86304821271;2105.86304821271;
51;2105.86304821271;1576.12494223308;-1969.04545932292;
52;2105.86304821271;2065.11396313736;-1969.04545932292;
53;2105.86304821271;2101.68527952043;1688.086178985;
54;2105.86304821271;2052.9080288597;340.6957364457;
55;2105.86304821271;2105.86304821271;2105.86304821271;
56;2105.86304821271;1982.3491853248;336.133867179373;
57;2105.86304821271;2105.86304821271;2105.86304821271;
58;2105.86304821271;2081.21997243538;1284.42718896824;
59;2105.86304821271;2097.64868962027;1284.42718896824;
60;2105.86304821271;2089.55052393588;1480.65690581209;
61;2105.86304821271;2078.11910116671;1721.87750892382;
62;2105.86304821271;2095.74440112789;1477.98387901925;
63;2105.86304821271;2103.76768340973;1896.32656791451;
64;2105.86304821271;1745.82337197588;-1894.57779886321;
65;2105.86304821271;1927.87652637873;-1894.57779886321;
66;2105.86304821271;2048.61087557155;-1894.57779886321;
67;2105.86304821271;2088.61528404231;381.086631172378;
68;2105.86304821271;1888.9484029518;437.288853897989;
69;2105.86304821271;2016.22446324343;985.380736096716;
70;2105.86304821271;2083.45340197039;985.380736096716;
71;2105.86304821271;2105.86304821271;2105.86304821271;
72;2105.86304821271;2105.86304821271;2105.86304821271;
73;2105.86304821271;2085.42838101928;1304.17792549413;
74;2105.86304821271;2100.97184726662;1616.74295360399;
75;2105.86304821271;2102.02319281982;1721.87750892382;
76;2105.86304821271;2064.79125525049;1284.42718896824;
77;2105.86304821271;1907.99336061446;31.7729673947692;
78;2105.86304821271;2005.067821057;381.086631172378;
79;2105.86304821271;2101.55785922459;1675.3441494001;
80;2105.86304821271;2076.05708312542;1360.7139210305;
81;2105.86304821271;2105.86304821271;2105.86304821271;
82;2105.86304821271;2081.36740133266;1675.3441494001;
83;2105.86304821271;2096.51402755571;1284.42718896824;
84;2105.86304821271;2044.22729610746;873.148006107661;
85;2105.86304821271;2105.86304821271;2105.86304821271;
86;2105.86304821271;2102.02319281982;1721.87750892382;
87;2105.86304821271;2105.86304821271;2105.86304821271;
88;2105.86304821271;2105.86304821271;2105.86304821271;
89;2110.48591634762;2036.85795820959;1602.8399055713;
90;2110.48591634762;2106.04796293811;2105.86304821271;
91;2110.48591634762;2106.83385052104;2105.86304821271;
92;2110.48591634762;2108.03579623612;2105.86304821271;
93;2110.48591634762;73.5276161980802;-2043.17544614416;
94;2110.48591634762;1901.18484437581;-2043.17544614416;
95;2110.48591634762;2110.25477294088;2105.86304821271;
96;2110.48591634762;1950.06898027405;-2043.17544614416;
97;2110.48591634762;1958.63641218906;348.366377566097;
98;2110.48591634762;2092.17971316932;1744.36185278171;
99;2110.48591634762;1942.47665215028;616.412974877803;
100;2110.48591634762;2095.54518693292;616.412974877803;
101;2110.48591634762;1692.76411438762;-1802.31548822901;
102;2110.48591634762;1969.88195636258;343.793211508184;
103;2110.48591634762;2005.49716768739;1204.05544572105;
104;2110.48591634762;2110.48591634762;2110.48591634762;
105;2110.48591634762;2085.42283766217;1832.00726428711;
106;2110.48591634762;2023.43793153594;348.366377566097;
107;2110.48591634762;2109.07945460819;2006.82268748376;
108;2110.48591634762;2110.48591634762;2110.48591634762;
109;2110.48591634762;2018.03551276677;124.785132823748;
110;2110.48591634762;2074.22869752256;1204.05544572105;
111;2110.48591634762;2043.47843595581;993.694576484104;
112;2110.48591634762;2065.67156007193;380.366031613908;
113;2110.48591634762;2106.29038520573;1900.70935925312;
114;2110.48591634762;2105.10848788254;1900.70935925312;
115;2110.48591634762;1999.75912671792;1404.03727813792;
116;2110.48591634762;2110.48591634762;2110.48591634762;
117;2110.48591634762;2076.52010993372;1261.34075600011;
118;2110.48591634762;2110.48591634762;2110.48591634762;
119;2110.48591634762;2103.1634350763;1744.36185278171;
120;2110.48591634762;2070.83930681968;1449.70909088194;
121;2110.48591634762;2103.87814809296;1449.70909088194;
122;2110.48591634762;2093.73924979132;435.819260717341;
123;2110.48591634762;2104.91634330641;1832.00726428711;
124;2110.48591634762;2110.48591634762;2110.48591634762;
125;2110.48591634762;2110.48591634762;2110.48591634762;
126;2110.48591634762;1537.01660611108;-2043.17544614416;
127;2110.48591634762;2077.58933010233;1452.55419144175;
128;2110.48591634762;2103.90659909856;1452.55419144175;
129;2110.48591634762;2078.45625707164;1692.30650935464;
130;2110.48591634762;2104.19261963479;1900.70935925312;
131;2134.59621188325;1627.71411129691;-2043.17544614416;
132;2134.59621188325;2095.18586752346;435.819260717341;
133;2134.59621188325;2107.85230481495;2043.71866181807;
134;2134.59621188325;2107.34565326196;1290.43963483501;
135;2134.59621188325;1483.38931272387;379.952781023538;
136;2134.59621188325;1950.07349927338;379.952781023538;
137;2134.59621188325;1678.56945183033;379.952781023538;
138;2134.59621188325;2100.68938282711;439.254759076488;
139;2134.59621188325;2120.37519098608;1423.54516702499;
140;2134.59621188325;2134.59621188325;2134.59621188325;
141;2134.59621188325;2063.37856757731;439.254759076488;
142;2134.59621188325;2134.59621188325;2134.59621188325;
143;2134.59621188325;2134.59621188325;2134.59621188325;
144;2134.59621188325;2118.71094297945;2021.13000542753;
145;2134.59621188325;2134.59621188325;2134.59621188325;
146;2134.59621188325;2127.96272703537;1802.92196948919;
147;2134.59621188325;2036.18995089606;1285.68062606316;
148;2134.59621188325;2068.84254745114;379.952781023538;
149;2134.59621188325;2103.50585760685;1616.42364060994;
150;2134.59621188325;2134.59621188325;2134.59621188325;
151;2134.59621188325;2083.48480453395;1802.92196948919;
152;2134.59621188325;2110.75536291727;1616.74153594283;
153;2134.59621188325;2052.00875474997;1290.27182337502;
154;2134.59621188325;2134.59621188325;2134.59621188325;
155;2134.59621188325;2116.06842635362;1208.20693540172;
156;2134.59621188325;2128.34288802652;2030.37414760444;
157;2134.59621188325;2134.59621188325;2134.59621188325;
158;2134.59621188325;2084.33375416582;898.645338442214;
159;2134.59621188325;2109.53782786952;1382.53414262066;
160;2134.59621188325;2134.27261111381;2129.97334374835;
161;2134.59621188325;2125.51891536679;2021.13000542753;
162;2134.59621188325;2032.87572471484;439.254759076488;
163;2134.59621188325;2134.59621188325;2134.59621188325;
164;2134.59621188325;2134.59621188325;2134.59621188325;
165;2134.59621188325;2129.41448617052;1616.42364060994;
166;2134.59621188325;2134.59621188325;2134.59621188325;
167;2134.59621188325;2120.00393373716;1924.81965478875;
168;2134.59621188325;2086.59841270041;1471.62704378436;
169;2134.59621188325;2134.59621188325;2134.59621188325;
170;2134.59621188325;2134.31883979515;2129.97334374835;
171;2134.59621188325;2113.21845185615;1423.54516702499;
172;2134.59621188325;2134.59621188325;2134.59621188325;
173;2134.59621188325;1937.78167764395;-1801.69447290283;
174;2134.59621188325;2049.9572374294;-1801.69447290283;
175;2134.59621188325;2095.23330503539;-1801.69447290283;
176;2134.59621188325;2134.59621188325;2134.59621188325;
177;2134.59621188325;2066.26704314126;898.645338442214;
178;2134.59621188325;2116.78995182589;1335.16075908061;
179;2134.59621188325;2134.59621188325;2134.59621188325;
180;2134.59621188325;2020.3001909445;404.476327149544;
181;2134.59621188325;2122.769890367;1838.93817397708;
182;2134.59621188325;2083.17907082333;1285.68062606316;
183;2134.59621188325;2026.45028825512;640.523270413439;
184;2134.59621188325;2134.59621188325;2134.59621188325;
185;2134.59621188325;2066.78255377098;439.254759076488;
186;2134.59621188325;2128.92290156046;2021.13000542753;
187;2134.59621188325;2055.57829823161;379.952781023538;
188;2134.59621188325;2134.59621188325;2134.59621188325;
189;2134.59621188325;2134.59621188325;2134.59621188325;
190;2134.59621188325;2090.22531722278;1471.62704378436;
191;2134.59621188325;2088.18837011633;1471.62704378436;
192;2134.59621188325;2134.59621188325;2134.59621188325;
193;2134.59621188325;1971.88755758954;100.738033211852;
194;2134.59621188325;2134.59621188325;2134.59621188325;
195;2134.59621188325;2134.59621188325;2134.59621188325;
196;2134.59621188325;2028.20514453012;1335.16075908061;
197;2134.59621188325;2049.76855368297;1508.55727145617;
198;2134.59621188325;2099.05538215024;1508.55727145617;
199;2134.59621188325;2115.37347322607;439.254759076488;
0;1709.97158833872;-2333.27478021238;-10251.6798412581;
0;1709.97158833872;563.861257789844;-2666.28133867896;
1;1709.97158833872;1270.20240897975;449.949599902136;
2;1709.97158833872;1005.88436790076;345.144284130128;
3;1709.97158833872;1553.71716578941;345.144284130128;
4;1709.97158833872;1624.65969995676;569.239973210833;
5;1709.97158833872;1673.01930222338;569.239973210833;
6;1709.97158833872;1654.56404655423;1402.1519117582;
7;1709.97158833872;1615.61982004259;210.801636730608;
8;1709.97158833872;1683.76590325201;1273.21017022691;
9;1709.97158833872;1709.97158833872;1709.97158833872;
10;1709.97158833872;1709.97158833872;1709.97158833872;
11;1709.97158833872;1709.97158833872;1709.97158833872;
12;1709.97158833872;1700.74880392026;1556.25851469764;
13;1709.97158833872;1668.58548374613;569.239973210833;
14;1709.97158833872;1523.78983394052;-1247.47051226073;
15;1709.97158833872;1650.62494988405;-1247.47051226073;
16;1709.97158833872;1709.97158833872;1709.97158833872;
17;1709.97158833872;1629.92821869273;416.923871999345;
18;1709.97158833872;1665.78792574819;416.923871999345;
19;1855.58106368736;1661.58994567753;714.824089567542;
20;1855.58106368736;1732.05419792771;714.824089567542;
21;1855.58106368736;1196.56407185225;418.692176692822;
22;1855.58106368736;1758.40683253361;418.692176692822;
23;1855.58106368736;1852.66887418039;1709.97158833872;
24;1855.58106368736;1854.33499196499;1848.65844300749;
25;1858.22487449757;1848.04704184751;1596.17929934478;
26;1858.22487449757;1854.07100847612;1596.17929934478;
27;1858.22487449757;1804.83299435557;1735.96371451888;
28;1858.22487449757;1857.66967422742;1855.58106368736;
29;1858.22487449757;1858.22487449757;1858.22487449757;
30;1860.07157888012;1838.58760401982;1463.2634196835;
31;1860.07157888012;1854.73693604507;1463.2634196835;
32;1917.14655308238;1238.49935329881;299.380305569495;
33;1917.14655308238;1828.1440064883;299.380305569495;
34;1917.14655308238;1747.32424582867;-1935.9808358622;
35;1917.14655308238;1624.23897576363;-1935.9808358622;
36;1917.14655308238;1904.8969469144;1419.7395452795;
37;1917.14655308238;1917.14655308237;1917.14655308238;
38;1917.14655308238;1693.89318960981;335.032330006053;
39;1917.14655308238;1901.32541085161;335.032330006053;
40;1917.14655308238;1898.35834526086;934.804884573512;
41;1917.14655308238;1818.04414969089;1448.57063332857;
42;1917.14655308238;1885.27549916069;1172.08658054895;
43;1917.14655308238;1917.14655308237;1917.14655308238;
44;1917.14655308238;1917.14655308237;1917.14655308238;
45;1917.14655308238;1917.14655308237;1917.14655308238;
46;1917.14655308238;1891.41054606019;925.180868553666;
47;1917.14655308238;1635.83136600134;-1196.88674376506;
48;1917.14655308238;1917.14655308237;1917.14655308238;
49;1917.14655308238;1917.14655308237;1917.14655308238;
50;1917.14655308238;1917.14655308237;1917.14655308238;
51;1917.14655308238;1910.50503365178;1252.99461002365;
52;1925.22126289063;1917.78094174599;1915.29984869983;
53;1925.22126289063;1919.89195441718;1917.14655308238;
54;1952.53808925929;1868.89246875125;402.767661639606;
55;1952.53808925929;1891.22418963211;402.767661639606;
56;1952.53808925929;1907.01600466767;402.767661639606;
57;1952.53808925929;1788.05542627693;402.767661639606;
58;1952.53808925929;1946.26381145768;1670.17838045161;
59;1952.53808925929;1677.73986770099;-544.612375950024;
60;1952.53808925929;1927.8435591222;1599.75908730083;
61;1952.53808925929;1952.53808925929;1952.53808925929;
62;1952.53808925929;1952.53808925929;1952.53808925929;
63;1952.53808925929;1936.51558260282;1551.97542284731;
64;1952.53808925929;1952.3341220959;1932.14137292003;
65;1952.53808925929;1921.69411382659;1672.13831259836;
66;1952.53808925929;1952.53808925929;1952.53808925929;
67;1952.53808925929;1950.01463994336;1902.06910294069;
68;1952.53808925929;1952.53808925929;1952.53808925929;
69;1952.53808925929;1947.14725838654;1682.9965456214;
70;1952.53808925929;1875.53755054279;1402.53424128428;
71;1952.53808925929;1947.03805077954;1402.53424128428;
72;1952.53808925929;1916.48744928222;1551.97542284731;
73;1952.53808925929;1917.42570795906;1074.72855675355;
74;1952.53808925929;1952.53808925929;1952.53808925929;
75;1952.53808925929;1952.53808925929;1952.53808925929;
76;1952.53808925929;1952.53808925929;1952.53808925929;
77;1952.53808925929;1952.53808925929;1952.53808925929;
78;1973.24089335804;1933.03687394673;446.688349098236;
79;1973.24089335804;1751.71118535125;892.285520675027;
80;1973.24089335804;1944.91589741292;838.371234943028;
81;1973.24089335804;1923.87738553697;823.515530307183;
82;1973.24089335804;1959.55603891575;1022.95595717858;
83;1973.24089335804;1731.83336449281;1549.52166546085;
84;1973.24089335804;1940.39931504143;1549.52166546085;
85;1973.24089335804;1915.37846929676;1171.86803460972;
86;1973.24089335804;1872.03387239293;1126.02914447053;
87;1973.24089335804;1956.29665838029;1126.02914447053;
88;1973.24089335804;1973.24089335804;1973.24089335804;
89;1973.24089335804;1973.24089335804;1973.24089335804;
90;1973.24089335804;1969.30453902493;1692.40735131876;
91;1973.24089335804;1973.06227270139;1955.37882769299;
92;1973.24089335804;1972.73620349485;1922.77190703944;
93;1973.24089335804;1973.24089335804;1973.24089335804;
94;1973.24089335804;1950.19751851434;1205.12839856826;
95;1973.24089335804;1965.3753454747;1205.12839856826;
96;1973.24089335804;1973.19478762418;1968.63031997194;
97;1973.24089335804;1889.72839342769;932.713347764061;
98;1973.24089335804;1973.24089335804;1973.24089335804;
99;1973.24089335804;1939.34335512626;1549.52166546085;
100;1973.24089335804;1949.20713337332;1572.67822694606;
101;1973.24089335804;1973.24089335804;1973.24089335804;
